"scientificName" "plot_id" "year" "occurrenceStatus" "decimalLatitude" "decimalLongitude"
"Erica tetralix" 34 1998 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 34 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 34 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 34 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 34 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 34 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 34 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 34 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 34 1998 "PRESENT" 57.116344 -3.829717
"Cladonia squamosa" 34 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 34 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 34 1998 "PRESENT" 57.116344 -3.829717
"Agrostis canina" 35 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 35 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 35 1998 "PRESENT" 57.116344 -3.829717
"Carex binervis" 35 1998 "PRESENT" 57.116344 -3.829717
"Carex nigra" 35 1998 "PRESENT" 57.116344 -3.829717
"Dactylorhiza maculata subsp. ericetorum" 35 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 35 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 35 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 35 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 35 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 35 1998 "PRESENT" 57.116344 -3.829717
"Cladonia crispata" 35 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 35 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 35 1998 "PRESENT" 57.116344 -3.829717
"Cladonia macilenta" 35 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 35 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 35 1998 "PRESENT" 57.116344 -3.829717
"Hypogymnia physodes" 35 1998 "PRESENT" 57.116344 -3.829717
"Cladonia cervicornis" 35 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 35 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 36 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 36 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 36 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 36 1998 "PRESENT" 57.116344 -3.829717
"Cetraria nivalis" 36 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 36 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 36 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 36 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 37 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 37 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 37 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 37 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 37 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 37 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 37 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 37 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum" 37 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 37 1998 "PRESENT" 57.116344 -3.829717
"Polytrichum" 37 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 37 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 38 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 38 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 38 1998 "PRESENT" 57.116344 -3.829717
"Cladonia coccifera" 38 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 38 1998 "PRESENT" 57.116344 -3.829717
"Cladonia glauca" 38 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 38 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 38 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 38 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 38 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 39 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 39 1998 "PRESENT" 57.116344 -3.829717
"Cladonia coccifera" 39 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 39 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 39 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 40 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 40 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 40 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 40 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 40 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 40 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 40 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 40 1998 "PRESENT" 57.116344 -3.829717
"Cetraria nivalis" 40 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 40 1998 "PRESENT" 57.116344 -3.829717
"Cladonia chlorophaea" 40 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 40 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 40 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 40 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 40 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 40 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 42 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 42 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 42 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 42 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 42 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 42 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 42 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 42 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 43 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 43 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 43 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 43 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 43 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 43 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 43 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 43 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 43 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 44 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 44 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 44 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 44 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 44 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum compactum" 44 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum papillosum" 44 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 44 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 44 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 44 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 44 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 44 1998 "PRESENT" 57.116344 -3.829717
"Cladonia squamosa" 44 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 44 1998 "PRESENT" 57.116344 -3.829717
"Hypogymnia physodes" 44 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 44 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 44 1998 "PRESENT" 57.116344 -3.829717
"Cladonia carneola" 44 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 44 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 45 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 45 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 45 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 45 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 45 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 45 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 45 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 45 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 45 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum papillosum" 45 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 45 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 45 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 45 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 46 1998 "PRESENT" 57.116344 -3.829717
"Holcus lanatus" 46 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 46 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 46 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 46 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 46 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 46 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 46 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum fimbriatum" 46 1998 "PRESENT" 57.116344 -3.829717
"Betula pendula" 46 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 46 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 46 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 47 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 47 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 47 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 47 1998 "PRESENT" 57.116344 -3.829717
"Genista anglica" 47 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 47 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 47 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 47 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 47 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 47 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 47 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 47 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 48 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 48 1998 "PRESENT" 57.116344 -3.829717
"Carex binervis" 48 1998 "PRESENT" 57.116344 -3.829717
"Carex panicea" 48 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 48 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 48 1998 "PRESENT" 57.116344 -3.829717
"Huperzia selago" 48 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 48 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 48 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 48 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 48 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 48 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 48 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 48 1998 "PRESENT" 57.116344 -3.829717
"Hypogymnia physodes" 48 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 48 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 48 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 49 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 49 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 49 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 49 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 49 1998 "PRESENT" 57.116344 -3.829717
"Genista anglica" 49 1998 "PRESENT" 57.116344 -3.829717
"Huperzia selago" 49 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 49 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 49 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 49 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 49 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 49 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 49 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 50 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 50 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 50 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 50 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 50 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum compactum" 50 1998 "PRESENT" 57.116344 -3.829717
"Cladonia coccifera" 50 1998 "PRESENT" 57.116344 -3.829717
"Cladonia crispata" 50 1998 "PRESENT" 57.116344 -3.829717
"Cladonia fimbriata" 50 1998 "PRESENT" 57.116344 -3.829717
"Cladonia floerkeana" 50 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 50 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 50 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 50 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 50 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 50 1998 "PRESENT" 57.116344 -3.829717
"Cladonia carneola" 50 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 50 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 51 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 51 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 51 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 51 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 51 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 51 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 51 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 52 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 52 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 52 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 52 1998 "PRESENT" 57.116344 -3.829717
"Cetraria nivalis" 52 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 52 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 52 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 52 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 52 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 53 1998 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 53 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 53 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 53 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 53 1998 "PRESENT" 57.116344 -3.829717
"Pinus sylvestris" 53 1998 "PRESENT" 57.116344 -3.829717
"Agrostis capillaris" 54 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 54 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 54 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 54 1998 "PRESENT" 57.116344 -3.829717
"Dicranum scoparium" 54 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 54 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 54 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 54 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 55 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 55 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 55 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 55 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 55 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 55 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 55 1998 "PRESENT" 57.116344 -3.829717
"Breutelia chrysocoma" 55 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 55 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 55 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 55 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 55 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 55 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 55 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 58 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 58 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 58 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 58 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 58 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 58 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 59 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 59 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 59 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 59 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 59 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 59 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 59 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 59 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 59 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 59 1998 "PRESENT" 57.116344 -3.829717
"Cornicularia" 59 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 60 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 60 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 60 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 60 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 60 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 60 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 60 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum palustre" 60 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 60 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 60 1998 "PRESENT" 57.116344 -3.829717
"Cladonia bellidiflora" 60 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 60 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 60 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 60 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 61 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 61 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 61 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 61 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 61 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 61 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 61 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 61 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 61 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 61 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum compactum" 61 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum magellanicum" 61 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 61 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 61 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 62 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 62 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 62 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 62 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 62 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 62 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 62 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 62 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 62 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 62 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 62 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 62 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 63 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 63 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 63 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 63 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 63 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 63 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 63 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 63 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 63 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 63 1998 "PRESENT" 57.116344 -3.829717
"Lophozia" 63 1998 "PRESENT" 57.116344 -3.829717
"Polytrichum" 63 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 64 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 64 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 64 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 64 1998 "PRESENT" 57.116344 -3.829717
"Genista anglica" 64 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 64 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 64 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 64 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 64 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 64 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum compactum" 64 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 64 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 64 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 64 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 64 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 64 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 65 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 65 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 65 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 65 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 65 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 65 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 65 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 65 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 65 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 65 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 65 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 65 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 65 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 66 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 66 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 66 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 66 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 66 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 66 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 66 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 66 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 66 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 66 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 67 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 67 1998 "PRESENT" 57.116344 -3.829717
"Dactylorhiza maculata subsp. ericetorum" 67 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 67 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 67 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 67 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 67 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 67 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 67 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 67 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 67 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 67 1998 "PRESENT" 57.116344 -3.829717
"Hypogymnia physodes" 67 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 67 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 67 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 68 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 68 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 68 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 68 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 68 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 68 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 69 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 69 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 69 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 69 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 69 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 69 1998 "PRESENT" 57.116344 -3.829717
